time,actual x,actual y,actual z,actual R,actual P,actual Y
20.808,0.634615,-0.614691,1.38302,-0.00368091,0.0367951,-1.6367
20.86,0.636145,-0.614235,1.38256,-0.00358982,0.0367583,-1.63602
20.88,0.636145,-0.614235,1.38256,-0.00358982,0.0367583,-1.63602
20.97,0.638642,-0.615281,1.38344,-0.0026967,0.0323012,-1.6359
21.062,0.639641,-0.614129,1.38147,-0.0042419,0.040056,-1.63591
21.12,0.640502,-0.613724,1.38178,-0.00401996,0.0403203,-1.6357
21.14,0.640502,-0.613724,1.38178,-0.00401996,0.0403203,-1.6357
21.226,0.642237,-0.615427,1.38327,-0.00347103,0.0355241,-1.63658
21.318,0.643432,-0.615086,1.38229,-0.00384777,0.0376148,-1.63586
21.406,0.643801,-0.614728,1.38122,-0.00465341,0.0426859,-1.6363
21.42,0.645311,-0.615387,1.38159,-0.00456849,0.0404266,-1.63487
