time,actual x,actual y,actual z,actual R,actual P,actual Y
0.136106,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.137171,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.138232,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.139295,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.140368,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.141447,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.14251,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.14357,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.144633,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.145696,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.146762,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.14786,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.148922,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.149986,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.151056,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.152124,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.153187,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.154249,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.155312,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.156391,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.157458,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.158523,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.159588,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.160652,0.430711,-0.220913,1.39038,0.00355277,0.0164566,-1.61563
0.161717,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.162782,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.163846,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.164908,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.165948,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.167021,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.168086,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.169126,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.170213,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.171323,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.172393,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.173463,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.174528,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.175598,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.176662,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.177726,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.178801,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.179867,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.180936,0.445894,-0.220666,1.40118,0.00682462,0.0287891,-1.60823
0.182013,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.183091,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.184158,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.185228,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.186298,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.187361,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.188443,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.189511,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.190575,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.191641,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.192728,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.193824,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
